"TestID","Category","Module / Page","Test Case","Method","Environment","Status","Observed Result (evidence)","Executed At"
"SEC-141","Security Testing","Adaptive Quiz & Assessment","Teachers sorted by Best-Fit — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-142","Security Testing","Adaptive Quiz & Assessment","Teachers sorted by Best-Fit — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-143","Security Testing","Adaptive Quiz & Assessment","Teachers sorted by Best-Fit — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-144","Security Testing","Adaptive Quiz & Assessment","Teachers sorted by Best-Fit — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-145","Security Testing","Answer Sheet Upload & OCR","Send teachership request — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-146","Security Testing","Answer Sheet Upload & OCR","Send teachership request — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-147","Security Testing","Answer Sheet Upload & OCR","Send teachership request — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-148","Security Testing","Answer Sheet Upload & OCR","Send teachership request — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-149","Security Testing","Answer Sheet Upload & OCR","Send teachership request — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-150","Security Testing","Answer Sheet Upload & OCR","Send teachership request — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-151","Security Testing","Answer Sheet Upload & OCR","Send teachership request — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-152","Security Testing","Answer Sheet Upload & OCR","Send teachership request — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-153","Security Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-154","Security Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-155","Security Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-156","Security Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-157","Security Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-158","Security Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-159","Security Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-160","Security Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-161","Security Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-162","Security Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-163","Security Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-164","Security Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-165","Security Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-166","Security Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-167","Security Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-168","Security Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-169","Security Testing","Answer Sheet Upload & OCR","Teacher responds to request — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-170","Security Testing","Answer Sheet Upload & OCR","Teacher responds to request — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-171","Security Testing","Answer Sheet Upload & OCR","Teacher responds to request — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-172","Security Testing","Answer Sheet Upload & OCR","Teacher responds to request — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] escalation blocked -> 403","2026-08-05T23:35:22.587Z"
"SEC-173","Security Testing","Answer Sheet Upload & OCR","Teacher responds to request — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-174","Security Testing","Answer Sheet Upload & OCR","Teacher responds to request — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-175","Security Testing","Answer Sheet Upload & OCR","Teacher responds to request — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-176","Security Testing","Answer Sheet Upload & OCR","Teacher responds to request — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-177","Security Testing","Answer Sheet Upload & OCR","Teacher views received requests — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-178","Security Testing","Answer Sheet Upload & OCR","Teacher views received requests — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-179","Security Testing","Answer Sheet Upload & OCR","Teacher views received requests — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-180","Security Testing","Answer Sheet Upload & OCR","Teacher views received requests — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] escalation blocked -> 403","2026-08-05T23:35:22.587Z"
"SEC-181","Security Testing","Answer Sheet Upload & OCR","Teacher views received requests — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-182","Security Testing","Answer Sheet Upload & OCR","Teacher views received requests — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-183","Security Testing","Answer Sheet Upload & OCR","Teacher views received requests — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-184","Security Testing","Answer Sheet Upload & OCR","Teacher views received requests — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-185","Security Testing","Learning Path","View learning path — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-186","Security Testing","Learning Path","View learning path — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-187","Security Testing","Learning Path","View learning path — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-188","Security Testing","Learning Path","View learning path — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-189","Security Testing","Learning Path","View learning path — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-190","Security Testing","Learning Path","View learning path — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-191","Security Testing","Learning Path","View learning path — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-192","Security Testing","Learning Path","View learning path — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-193","Security Testing","Learning Path","Generate learning path — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-194","Security Testing","Learning Path","Generate learning path — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-195","Security Testing","Learning Path","Generate learning path — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-196","Security Testing","Learning Path","Generate learning path — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-197","Security Testing","Learning Path","Generate learning path — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-198","Security Testing","Learning Path","Generate learning path — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-199","Security Testing","Learning Path","Generate learning path — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-200","Security Testing","Learning Path","Generate learning path — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-201","Security Testing","Learning Path","Complete a milestone — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-202","Security Testing","Learning Path","Complete a milestone — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-203","Security Testing","Learning Path","Complete a milestone — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-204","Security Testing","Learning Path","Complete a milestone — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-205","Security Testing","Learning Path","Complete a milestone — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-206","Security Testing","Learning Path","Complete a milestone — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-207","Security Testing","Learning Path","Complete a milestone — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-208","Security Testing","Learning Path","Complete a milestone — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-209","Security Testing","Learning Path","Complete a daily task — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-210","Security Testing","Learning Path","Complete a daily task — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-211","Security Testing","Learning Path","Complete a daily task — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-212","Security Testing","Learning Path","Complete a daily task — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-213","Security Testing","Learning Path","Complete a daily task — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-214","Security Testing","Learning Path","Complete a daily task — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-215","Security Testing","Learning Path","Complete a daily task — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-216","Security Testing","Learning Path","Complete a daily task — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-217","Security Testing","Learning Path","Complete a weekly goal — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-218","Security Testing","Learning Path","Complete a weekly goal — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-219","Security Testing","Learning Path","Complete a weekly goal — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-220","Security Testing","Learning Path","Complete a weekly goal — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-221","Security Testing","Learning Path","Complete a weekly goal — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-222","Security Testing","Learning Path","Complete a weekly goal — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-223","Security Testing","Learning Path","Complete a weekly goal — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-224","Security Testing","Learning Path","Complete a weekly goal — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-225","Security Testing","Learning Path","Progress % recalculation — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-226","Security Testing","Learning Path","Progress % recalculation — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-227","Security Testing","Learning Path","Progress % recalculation — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-228","Security Testing","Learning Path","Progress % recalculation — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-229","Security Testing","Learning Path","Progress % recalculation — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-230","Security Testing","Learning Path","Progress % recalculation — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-231","Security Testing","Learning Path","Progress % recalculation — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-232","Security Testing","Learning Path","Progress % recalculation — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-233","Security Testing","Progress & Analytics","XP points awarded — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-234","Security Testing","Progress & Analytics","XP points awarded — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-235","Security Testing","Progress & Analytics","XP points awarded — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-236","Security Testing","Progress & Analytics","XP points awarded — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-237","Security Testing","Progress & Analytics","XP points awarded — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-238","Security Testing","Progress & Analytics","XP points awarded — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-239","Security Testing","Progress & Analytics","XP points awarded — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-240","Security Testing","Progress & Analytics","XP points awarded — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-241","Security Testing","Progress & Analytics","Badge: First Step — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-242","Security Testing","Progress & Analytics","Badge: First Step — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-243","Security Testing","Progress & Analytics","Badge: First Step — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-244","Security Testing","Progress & Analytics","Badge: First Step — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-245","Security Testing","Progress & Analytics","Badge: First Step — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-246","Security Testing","Progress & Analytics","Badge: First Step — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-247","Security Testing","Progress & Analytics","Badge: First Step — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-248","Security Testing","Progress & Analytics","Badge: First Step — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-249","Security Testing","Progress & Analytics","Badge: Streaker — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-250","Security Testing","Progress & Analytics","Badge: Streaker — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-251","Security Testing","Progress & Analytics","Badge: Streaker — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-252","Security Testing","Progress & Analytics","Badge: Streaker — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-253","Security Testing","Progress & Analytics","Badge: Streaker — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-254","Security Testing","Progress & Analytics","Badge: Streaker — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-255","Security Testing","Progress & Analytics","Badge: Streaker — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-256","Security Testing","Progress & Analytics","Badge: Streaker — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-257","Security Testing","Progress & Analytics","Level up every 300 XP — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-258","Security Testing","Progress & Analytics","Level up every 300 XP — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-259","Security Testing","Progress & Analytics","Level up every 300 XP — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-260","Security Testing","Progress & Analytics","Level up every 300 XP — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
